OMNIvalue,k
496,72.06
699,73.22
511,75.5
590,73.11
558,73.1
712,69.52
591,78.61
611,72.25
537,72.03
471,71.33
258,71.78
298,73.0
217,74.64
96,79.39
72,78.66
65,81.8
58,76.02
86,83.76
97,75.15
149,81.29
148,73.02
197,76.07
135,77.87
76,79.16
49,76.43
364,71.2
264,81.81
279,78.87
220,76.57
189,75.11
108,78.51
186,72.95
353,74.48
285,75.55
247,75.85
350,75.07
329,74.36
501,74.92
359,76.94
79,78.19
303,74.31
257,73.79
89,82.7
58,86.63
48,80.98
42,84.17
44,89.86
40,83.05
49,89.48
62,83.27
57,70.36
62,82.39
69,79.0
81,78.69
57,86.22
124,77.73
135,78.77
124,77.36
110,78.27
111,82.19
215,73.2
195,73.98
143,72.9
485,74.44
486,77.0
676,73.99
371,73.59
129,78.86
81,80.32
107,75.89
188,74.34
107,80.35
176,75.44
275,71.7
450,68.86
450,71.0
202,71.74
178,78.79
230,78.37
111,76.33
201,77.79
143,84.13
151,80.13
108,78.55
131,84.16
150,75.33
140,81.83
195,79.85
171,80.64
133,81.57
93,78.43
98,81.35
146,84.59
134,77.25
81,79.23
534,70.99
740,70.24
588,69.16
305,72.41
544,72.41
544,74.29
287,77.22
209,79.01
138,83.44
121,84.52
76,77.09
61,85.79
100,78.51
113,78.16
106,77.89
147,77.64
173,74.82
255,87.7
93,83.39
105,80.44
135,74.15
251,79.49
149,80.58
84,83.99
84,81.13
138,81.66
123,71.02
144,81.39
117,73.86
302,74.44
72,83.9
115,80.1
182,77.32
178,81.29
90,77.75
115,77.07
182,76.77
239,81.1
146,75.44
151,72.59
166,74.75
91,78.54
139,78.1
216,75.26
221,75.85
216,76.73
215,86.98
379,83.41
233,85.55
96,80.49
79,76.62
61,80.37
54,83.43
55,86.4
68,82.32
360,73.5
232,77.59
231,84.6
69,71.37
75,72.8
157,78.62
192,74.88
172,81.32
107,80.68
211,83.12
342,70.81
348,78.45
152,83.04
1020,72.79
628,74.51
90,81.82
208,88.82
200,86.89
214,84.09
114,81.81
81,84.43
88,83.68
289,79.6
448,74.46
542,75.32
448,76.92
369,78.48
602,82.56
169,82.8
86,83.38
320,89.65
742,75.4
556,77.82
507,78.67
786,77.19
652,74.17
133,79.98
52,81.44
35,88.3
75,84.01
77,81.37
811,69.53
745,74.19
575,81.2
350,87.7
153,87.14
164,85.86
412,83.08
474,75.41
508,76.51
409,80.94
377,73.93
264,77.64
441,69.64
274,74.26
336,74.89
1501,80.22
993,76.5
1133,80.41
832,71.89
308,77.71
168,81.8
117,86.94
92,89.22
55,89.88
62,83.46
77,82.41
83,83.47
353,75.35
77,82.86
101,78.42
77,83.65
93,81.14
101,85.49
100,81.19
82,82.34
88,80.18
102,82.08
159,74.32
192,69.74
253,74.42
225,70.91
531,72.78
240,78.19
195,78.01
359,77.62
438,78.54
202,76.63
346,73.72
403,76.74
366,78.04
267,74.4
464,72.28
255,77.46
166,79.7
105,78.41
350,77.91
192,78.45
160,76.52
626,74.65
458,76.4
217,77.2
290,70.65
664,72.82
943,65.11
844,76.36
749,67.72
1039,74.73
912,70.4
670,72.35
875,68.1
842,71.67
880,72.86
324,80.48
112,82.14
94,79.43
175,78.17
384,71.21
415,71.75
348,70.6
303,77.12
186,77.54
294,76.13
370,74.99
201,78.61
193,81.49
203,80.47
161,82.58
98,80.53
132,83.4
200,77.73
287,74.49
359,76.68
341,78.26
417,71.6
477,76.06
490,72.72
766,66.17
951,71.68
832,68.65
848,74.88
705,71.91
924,78.73
1064,82.45
980,78.82
354,72.72
213,79.27
104,83.16
107,79.97
279,76.93
222,74.18
206,73.45
260,70.97
165,72.55
133,76.66
499,75.41
775,74.2
982,74.68
853,71.64
1008,70.36
884,72.44
812,75.01
690,68.93
506,72.04
416,69.34
259,75.57
190,73.64
189,73.63
144,74.53
112,83.33
134,83.92
94,81.62
91,80.73
94,77.78
106,73.03
159,71.61
84,80.03
115,78.84
154,77.93
110,82.79
153,77.21
211,75.1
364,73.39
255,74.48
152,70.17
91,70.75
91,70.16
157,71.16
269,74.01
140,77.04
81,79.95
355,73.38
1004,69.48
829,68.24
750,72.73
495,76.62
433,77.45
575,74.89
659,73.61
495,74.78
602,77.01
600,75.39
822,69.85
421,74.46
934,76.22
671,72.65
566,74.0
203,80.46
46,73.5
57,85.64
107,81.44
121,77.51
91,74.65
119,75.23
286,69.84
203,70.96
332,73.47
517,70.66
505,73.95
611,72.47
750,70.2
771,70.39
945,74.28
381,78.12
572,80.57
1166,75.4
405,75.75
145,86.51
80,84.2
198,82.85
306,73.46
374,68.4
388,73.65
791,71.75
583,70.56
642,68.61
694,67.87
729,73.45
798,74.45
325,78.12
241,66.55
123,84.53
75,87.77
80,89.84
228,85.01
211,78.34
274,75.33
289,67.72
151,74.28
277,68.05
508,71.16
413,75.75
53,74.27
69,74.53
185,75.67
362,75.94
229,74.67
121,80.96
73,79.68
171,75.65
116,74.3
88,75.35
136,79.74
96,81.97
151,82.15
197,75.45
434,74.8
534,73.85
479,74.31
465,70.98
593,72.64
563,74.28
504,73.78
250,79.28
507,77.9
753,75.55
369,75.71
468,77.74
851,73.37
177,77.18
84,74.15
82,78.98
283,79.21
397,76.24
420,76.92
431,78.6
439,73.6
522,77.2
938,70.55
465,74.22
159,77.26
106,79.47
565,76.85
651,74.4
214,78.73
609,74.31
452,72.22
200,73.63
244,75.55
61,78.97
70,75.86
95,82.44
264,83.3
416,68.25
376,72.32
130,81.24
257,80.28
429,76.48
174,75.07
368,76.49
220,76.86
190,78.18
160,80.47
145,77.12
295,70.04
325,76.07
138,77.07
128,78.77
62,85.67
240,84.65
657,79.06
668,74.64
445,73.61
390,72.25
779,73.44
278,74.29
373,74.95
642,73.88
381,75.14
479,78.32
428,76.29
640,72.7
301,74.14
142,80.8
83,80.24
443,71.98
172,79.07
162,80.62
152,77.78
466,74.27
900,68.52
267,75.99
287,73.21
636,74.19
694,75.1
678,67.54
482,79.57
232,80.31
127,79.95
371,72.33
613,75.15
598,70.64
641,71.19
653,70.79
609,77.62
572,74.38
299,72.38
191,77.45
387,77.71
375,73.28
167,78.04
330,83.1
192,74.84
199,79.51
362,70.77
70,75.87
412,70.86
414,75.87
103,79.64
84,83.36
64,85.56
194,83.11
324,74.73
190,77.86
163,72.13
253,76.07
129,74.71
123,74.99
129,78.64
325,74.41
303,80.15
102,70.74
160,80.15
127,77.76
178,77.92
288,76.32
192,72.51
104,75.53
91,78.31
210,72.79
291,71.62
128,76.55
183,77.42
134,79.82
108,79.64
63,84.9
42,83.91
96,75.98
140,82.96
241,73.91
202,73.79
64,76.09
51,82.9
184,79.63
377,76.09
755,73.36
509,73.32
537,74.29
439,75.28
512,70.33
363,76.86
266,83.41
336,75.17
478,77.77
359,78.48
355,76.88
374,75.97
1107,71.91
932,74.03
844,70.77
563,66.14
728,70.21
805,66.49
756,73.5
800,68.12
825,76.25
534,77.53
751,74.48
534,76.76
404,81.48
480,71.38
650,76.51
694,78.78
695,81.24
817,77.02
669,70.51
382,74.16
235,85.44
409,78.93
678,72.28
986,85.53
1239,76.27
1112,89.81
935,80.44
596,82.84
572,81.63
403,78.9
287,80.72
264,79.05
347,78.52
125,81.8
121,78.2
77,78.36
84,85.07
55,80.08
84,81.23
81,76.35
70,78.1
83,77.72
103,73.3
144,67.42
42,74.46
33,79.65
185,82.33
216,76.75
301,73.51
335,74.3
201,71.84
451,74.22
656,72.37
202,82.03
297,71.94
369,72.18
170,70.66
216,79.19
219,74.48
396,75.49
237,77.12
141,77.2
61,79.57
62,76.57
64,79.72
118,72.54
146,70.93
159,77.3
123,75.41
81,79.5
64,70.51
106,69.76
159,70.89
166,78.39
326,73.04
313,74.46
382,74.22
373,74.63
385,74.92
330,77.13
269,79.81
129,79.81
86,84.88
103,82.52
168,85.5
171,75.17
181,82.63
85,73.46
60,76.48
164,76.16
531,73.28
334,73.2
170,76.54
136,77.94
79,80.02
59,80.99
59,81.25
100,78.58
155,77.31
180,77.05
165,79.87
91,72.17
65,71.46
89,82.54
75,71.84
103,70.91
86,72.62
161,78.86
132,72.83
86,74.39
56,76.03
48,78.52
52,80.49
51,78.2
96,82.05
51,75.83
53,79.13
48,82.14
90,81.2
157,78.56
105,76.79
130,72.44
68,75.15
58,73.31
72,71.95
39,77.47
54,70.36
43,82.3
108,88.39
205,70.68
218,75.36
90,76.42
93,70.7
70,77.93
107,76.53
210,73.49
235,73.8
216,72.54
250,71.13
516,71.83
507,71.76
316,75.05
394,75.57
365,75.52
521,76.96
439,76.0
477,74.24
565,71.55
562,78.52
569,73.62
465,69.67
526,77.25
639,71.15
425,74.75
234,73.02
90,76.74
42,70.57
32,72.19
37,81.18
32,83.08
32,87.1
43,87.18
46,82.41
48,70.43
434,68.55
685,71.72
628,72.86
580,74.03
317,78.78
118,82.57
86,82.63
130,83.48
71,84.36
73,81.52
89,68.66
94,81.02
73,71.16
48,81.12
60,72.42
121,80.13
233,76.72
70,76.53
78,83.55
180,70.06
149,81.21
175,79.84
98,81.11
41,85.77
42,84.44
48,81.02
53,78.7
49,69.4
54,82.46
69,72.29
31,79.38
67,70.04
85,78.12
60,73.7
73,73.8
156,75.99
94,74.8
32,82.52
128,72.46
29,77.13
280,73.81
317,69.47
293,71.56
241,72.68
211,75.29
294,76.5
307,77.06
254,76.89
141,82.17
90,74.45
101,81.35
57,74.91
72,71.61
49,84.3
58,74.95
75,70.0
111,72.0
153,79.84
77,71.82
63,78.06
75,80.74
236,76.99
234,74.84
154,74.39
104,76.21
130,76.35
184,75.31
161,76.93
93,71.33
146,70.52
281,74.27
232,74.5
574,73.48
557,72.77
432,77.43
702,69.92
279,78.96
136,81.2
288,79.49
897,67.07
911,64.26
295,84.76
377,78.95
660,70.79
570,69.71
902,75.07
581,73.05
657,72.09
472,75.94
329,69.48
461,72.8
314,70.53
302,77.15
80,81.17
103,79.43
392,78.84
790,70.84
409,78.23
837,83.27
927,78.26
486,76.28
229,76.15
267,66.85
386,76.91
611,71.39
452,72.71
501,73.26
409,73.89
143,73.58
224,75.78
292,78.87
78,78.46
54,89.84
63,83.27
82,82.49
192,78.87
348,72.89
297,71.82
258,69.06
110,69.47
256,78.93
453,75.52
310,80.07
704,73.92
447,72.82
392,77.23
355,72.28
322,74.92
296,75.06
327,78.76
495,74.34
379,76.87
364,76.11
330,69.38
415,78.47
592,74.71
296,76.5
381,73.71
402,71.95
293,74.38
432,73.69
614,72.08
142,77.33
139,80.3
242,73.3
445,79.53
575,72.28
599,70.38
110,75.37
65,79.7
273,72.66
347,70.73
276,74.62
582,72.16
609,73.21
512,71.84
715,70.6
541,70.76
627,68.74
641,66.65
681,74.65
635,69.61
600,72.99
511,71.72
575,72.52
618,72.31
344,75.03
97,78.36
55,78.45
49,81.73
60,83.26
138,81.7
127,83.3
57,82.38
40,80.99
40,79.24
45,80.08
53,81.76
63,80.09
47,75.8
99,83.02
89,83.06
421,76.86
574,73.58
276,78.09
112,74.36
112,74.06
166,83.36
81,70.37
401,74.39
67,79.9
59,80.19
47,84.97
62,84.33
424,76.6
799,70.91
1018,68.36
742,75.08
569,69.25
463,69.59
225,74.36
113,79.99
102,79.24
215,70.71
68,74.55
66,74.69
91,81.48
211,77.83
267,74.58
152,76.9
429,73.52
584,76.44
376,74.6
209,74.07
270,71.47
64,78.41
28,87.02
37,79.45
46,70.36
102,84.87
85,82.3
204,75.03
139,81.35
176,80.26
126,83.41
150,84.06
126,71.44
246,80.72
88,83.72
43,87.42
152,84.07
345,80.75
399,68.9
334,76.64
431,74.56
469,76.7
391,75.45
371,77.51
310,73.55
353,75.92
576,78.51
544,79.87
509,73.88
510,77.08
408,71.71
401,75.39
506,77.42
544,70.45
223,73.35
167,75.08
125,75.21
421,73.37
661,69.94
503,72.46
415,75.76
370,71.84
870,72.48
469,74.98
324,73.54
349,72.54
517,70.47
266,81.91
235,80.14
419,72.97
404,73.23
487,70.29
87,82.42
66,73.12
82,76.63
71,83.44
51,70.34
52,81.81
38,81.97
38,86.94
43,83.89
43,70.17
39,71.85
36,77.82
38,73.18
31,81.69
210,76.3
223,79.9
100,81.18
46,80.73
37,85.15
90,81.89
32,80.93
44,84.44
80,77.23
162,78.74
163,68.31
50,78.6
33,71.4
36,79.57
35,76.02
38,70.36
45,80.27
46,85.71
76,81.05
114,79.69
171,76.14
64,76.79
28,84.28
37,74.58
58,82.97
51,78.13
88,75.43
106,78.55
221,75.37
463,75.91
661,67.18
625,70.38
556,67.9
916,74.37
858,72.81
872,73.1
871,72.84
898,70.51
900,74.99
803,69.7
619,75.39
705,69.94
282,72.92
422,73.63
584,70.52
380,71.34
531,67.23
336,74.39
111,78.71
146,78.23
158,74.8
182,77.6
186,71.9
108,78.51
52,80.63
82,81.51
190,70.67
222,70.83
203,72.68
116,71.88
84,75.06
137,79.49
154,74.46
312,75.72
318,73.59
62,70.43
101,79.51
211,78.92
232,74.99
149,76.99
91,73.27
158,80.52
103,74.29
83,78.4
72,75.26
48,77.71
83,78.73
133,77.01
61,73.68
113,78.57
79,81.34
44,86.79
45,82.46
336,73.44
755,70.66
409,71.03
536,71.8
449,71.72
383,73.57
643,71.17
578,74.34
512,75.4
550,75.64
457,75.28
524,74.51
528,70.66
479,73.67
552,74.62
397,72.64
1009,71.04
791,73.69
501,71.86
402,65.82
431,69.5
182,74.58
307,75.21
383,83.36
390,72.66
173,79.74
357,79.76
215,75.92
310,89.22
752,68.1
896,65.71
1013,69.29
858,72.35
159,78.75
148,79.15
178,78.13
176,75.61
170,74.6
153,79.46
159,78.45
713,73.52
150,79.07
334,71.96
460,71.99
280,80.58
243,69.24
321,76.13
218,72.34
175,69.74
189,71.39
501,72.37
618,70.02
800,73.68
864,68.32
383,72.6
207,75.28
334,81.09
254,78.83
130,71.2
191,76.51
399,75.86
383,79.22
366,70.88
205,72.14
177,78.35
386,69.74
603,68.11
310,75.62
93,76.05
151,78.53
212,74.59
123,75.5
61,79.51
48,78.67
87,73.63
147,69.28
62,81.24
107,73.97
94,77.13
163,78.23
292,73.77
61,72.76
211,74.68
436,72.77
251,72.16
175,80.57
145,78.59
128,75.02
63,80.29
137,79.57
250,78.33
154,78.67
106,79.53
83,74.56
202,72.06
258,71.99
263,74.97
73,80.27
170,76.25
146,74.31
126,73.51
194,80.5
77,82.43
62,85.05
102,82.46
186,80.59
159,75.61
53,69.71
46,82.26
73,79.98
67,71.29
87,78.23
109,70.76
161,69.57
64,73.76
108,78.72
97,78.28
63,78.89
222,78.64
287,75.56
157,70.32
56,82.66
57,76.76
102,80.83
63,72.34
53,72.58
51,81.52
49,80.19
82,83.27
151,77.07
320,78.49
413,76.93
583,74.49
713,69.28
542,74.44
370,71.62
279,71.33
202,70.04
176,73.48
130,78.27
427,74.09
327,72.1
555,74.74
325,72.76
274,75.07
448,80.51
561,74.96
744,73.38
811,75.88
564,72.42
549,72.21
498,71.54
233,74.25
179,74.84
318,74.47
418,73.95
569,73.99
627,70.22
630,69.61
314,74.62
758,72.2
472,79.51
443,77.86
355,74.93
412,77.08
475,71.93
233,75.01
333,75.46
374,70.53
302,72.81
84,72.49
281,72.85
328,74.01
209,70.38
180,72.03
214,73.41
186,78.21
257,72.63
232,77.68
160,81.32
258,73.42
258,74.66
470,75.33
283,74.63
574,74.81
660,73.22
533,69.38
456,71.34
566,70.45
408,77.52
228,71.81
96,84.67
94,77.28
71,76.93
61,76.67
45,73.13
135,80.05
175,73.28
174,76.13
250,67.16
217,74.04
320,72.89
405,72.61
379,73.58
267,76.6
220,75.49
295,70.11
338,74.73
233,72.25
318,72.75
412,70.23
442,69.88
498,72.39
492,72.25
781,69.9
741,71.89
694,73.13
750,68.94
568,67.11
1290,66.95
881,69.82
593,67.38
687,70.96
365,72.4
160,86.91
291,82.69
786,81.13
904,68.57
133,75.01
176,80.54
159,77.84
278,70.15
454,72.9
210,75.11
221,76.33
101,78.49
106,79.3
300,76.56
43,79.85
66,72.78
37,80.25
47,70.44
42,74.4
32,78.76
30,80.88
34,75.62
50,70.7
379,70.88
537,75.31
473,72.63
265,76.17
426,70.21
941,69.3
728,77.4
247,76.26
336,71.45
336,74.69
322,75.53
449,70.39
384,73.81
439,72.23
458,71.17
870,66.66
479,73.7
605,73.98
748,74.26
894,74.15
718,74.92
721,67.29
608,65.13
1016,71.78
522,73.93
342,74.55
91,89.9
41,89.27
37,87.18
33,89.44
31,83.67
41,86.81
43,76.01
78,79.45
862,70.51
888,70.43
569,68.11
805,70.38
536,66.92
968,69.51
657,70.42
945,71.35
565,73.66
981,63.37
640,73.73
560,70.15
782,71.38
443,68.38
408,69.28
346,66.47
664,71.81
639,70.94
709,64.65
1263,67.74
678,69.73
290,74.79
1061,69.51
1456,68.08
633,62.62
1042,67.78
1179,71.8
782,75.92
525,69.29
327,67.99
490,73.14
459,66.9
279,72.55
215,73.41
152,71.52
77,79.34
66,79.12
41,74.03
92,70.52
47,83.01
47,80.45
51,83.87
59,83.19
36,80.02
27,81.45
24,74.57
22,79.06
41,79.91
86,75.49
101,75.2
159,73.94
185,73.86
194,73.11
221,71.55
217,73.39
135,75.86
66,81.08
153,74.86
34,80.89
41,81.4
35,81.35
35,71.9
32,72.31
56,70.36
105,81.31
44,81.38
36,72.01
41,82.95
66,72.28
64,82.87
129,73.96
243,72.73
96,71.76
46,79.75
50,74.36
53,70.39
72,80.31
210,78.28
321,74.43
318,77.71
111,71.56
63,78.17
110,71.41
193,71.13
243,73.37
216,72.3
232,72.51
255,75.87
376,72.22
306,71.19
623,69.03
528,69.93
373,75.06
335,71.02
332,77.93
338,76.62
72,76.02
62,85.3
43,83.79
107,70.75
131,68.39
55,77.49
127,72.58
499,74.18
269,71.79
640,70.59
488,73.81
388,74.04
231,75.72
237,73.65
467,71.31
363,74.03
177,77.66
97,73.53
118,82.31
261,73.91
359,73.35
174,74.85
146,71.28
120,69.91
130,70.21
253,69.82
75,74.91
37,79.6
126,76.49
242,75.2
91,79.42
168,69.97
226,75.49
75,72.96
92,73.75
46,74.56
45,74.13
33,77.1
58,74.01
102,77.51
437,74.08
1133,78.53
667,73.27
967,70.18
71,76.67
89,80.61
130,72.95
183,79.1
517,66.14
181,71.67
248,72.7
320,75.3
329,69.14
330,72.85
429,68.55
547,73.56
832,71.39
776,68.09
663,73.0
790,68.15
641,71.73
480,68.59
853,70.88
490,65.32
502,65.38
657,66.62
840,67.16
895,68.06
835,69.7
913,67.57
800,70.32
91,81.29
297,79.56
513,67.29
334,75.33
93,79.17
69,80.65
57,75.78
55,73.47
198,81.0
145,79.13
67,75.03
71,69.92
79,71.53
150,71.64
144,72.93
114,72.8
239,67.18
300,74.59
89,77.34
54,78.08
57,84.03
122,79.37
286,71.83
326,74.61
216,78.5
128,75.75
83,73.83
197,75.42
147,75.62
98,75.67
80,75.56
295,76.03
333,69.22
93,78.54
81,75.86
103,73.73
167,72.43
52,82.33
118,78.84
126,73.32
94,79.71
65,76.07
137,81.28
402,72.21
237,73.59
111,71.8
195,71.88
184,68.2
115,78.94
183,74.59
211,76.14
125,73.27
335,72.7
258,70.49
342,74.48
296,75.87
98,73.71
92,72.94
147,72.17
166,73.6
289,72.6
399,72.59
65,73.7
129,70.48
196,74.35
86,74.84
239,76.46
188,74.02
227,70.62
135,70.63
123,73.09
132,76.83
66,80.62
156,76.48
199,78.22
119,68.68
141,70.7
104,72.29
79,72.1
50,79.58
50,72.79
71,77.74
146,69.64
61,72.69
27,82.68
21,79.96
43,79.74
35,80.07
42,82.02
51,80.67
54,81.6
63,80.67
46,78.27
28,71.71
29,74.3
25,81.14
24,74.98
30,71.39
26,80.05
42,70.42
42,70.32
88,78.46
176,74.49
90,80.87
50,78.35
174,76.63
43,72.05
39,72.37
25,78.02
22,72.81
23,80.66
25,76.26
38,75.4
41,74.09
335,77.46
689,73.24
448,73.96
502,71.07
913,75.24
696,70.85
509,71.05
244,71.88
323,74.98
376,72.19
412,70.43
261,76.93
193,77.26
330,71.62
465,70.99
233,68.87
510,72.83
533,73.16
359,71.66
310,73.82
137,80.55
65,81.34
80,81.79
52,78.66
88,82.02
164,70.7
76,74.26
151,70.52
333,71.06
250,77.84
319,73.67
223,70.58
142,72.83
176,74.15
426,69.28
524,71.81
621,69.24
712,68.12
456,68.93
147,75.47
86,80.23
71,79.33
134,71.22
121,72.85
94,75.35
130,78.98
233,71.16
135,75.27
62,78.49
50,76.25
48,76.6
371,74.47
441,70.68
680,70.48
549,70.14
133,73.16
91,72.97
50,81.64
209,75.79
204,74.96
68,73.58
54,80.31
145,75.83
213,75.05
173,76.97
214,70.23
319,74.87
401,72.47
422,75.14
532,71.78
383,71.13
308,75.17
525,69.74
334,71.16
416,72.9
187,76.96
152,74.09
66,71.78
68,73.75
63,82.21
180,71.84
413,69.29
249,71.38
34,78.19
252,72.28
316,72.49
295,74.27
107,73.08
45,75.99
44,75.13
72,79.19
60,75.69
57,72.75
49,74.61
36,79.86
37,76.69
46,77.13
227,75.23
659,72.59
719,71.98
404,75.4
408,71.79
153,81.37
61,86.7
37,84.0
269,74.18
305,65.61
221,76.52
341,64.52
640,66.65
307,69.17
498,66.36
437,64.77
631,70.38
405,68.56
387,68.47
533,69.58
530,69.02
430,68.82
588,70.71
358,71.09
604,70.36
544,72.41
839,74.31
800,72.91
718,67.73
496,67.66
435,76.03
115,72.02
129,73.88
276,68.87
261,71.46
544,72.82
122,74.56
339,71.03
442,69.38
250,74.48
277,73.64
252,76.15
153,71.1
248,79.43
144,73.72
64,72.82
184,79.4
237,71.62
226,79.84
89,68.37
63,72.75
42,73.24
42,71.57
319,71.14
246,73.05
173,75.06
375,69.36
344,74.01
141,75.43
85,79.66
131,81.19
231,78.16
210,77.86
395,73.91
340,78.0
460,74.91
425,70.6
438,71.85
342,76.3
133,74.44
127,78.86
182,74.75
52,80.88
48,81.03
54,79.74
60,78.04
66,81.11
255,72.76
174,68.74
109,75.11
102,77.69
223,73.06
392,71.15
208,77.41
67,79.31
30,74.25
117,77.89
192,72.47
234,75.21
77,79.81
52,75.0
66,78.73
33,73.13
34,81.43
41,75.64
33,79.15
27,78.93
25,78.68
35,74.41
32,74.96
66,70.41
217,72.12
270,73.55
192,69.64
68,76.12
32,81.68
33,80.52
47,81.96
135,71.81
325,74.36
207,79.65
78,73.89
43,82.13
35,83.99
39,79.24
178,80.08
189,74.89
791,71.11
379,74.65
465,73.0
548,71.88
447,70.77
406,75.46
451,76.17
659,73.4
110,74.21
125,79.32
606,75.56
695,75.14
754,69.62
450,68.54
206,71.21
98,86.0
344,74.77
310,77.04
236,72.66
44,81.23
143,73.08
312,66.69
560,72.44
344,71.05
280,79.87
683,73.73
829,68.69
675,68.36
375,70.42
437,72.29
261,69.72
465,75.11
304,73.91
318,72.88
407,69.0
415,69.62
327,72.03
291,71.24
818,73.2
591,70.73
658,74.25
1154,71.86
685,70.65
1093,71.42
874,71.1
919,72.18
900,65.48
818,69.71
569,73.06
228,74.62
192,72.5
432,68.56
563,69.63
721,74.66
839,69.6
678,73.72
912,74.21
908,74.82
470,75.98
532,76.57
571,76.23
373,79.32
330,79.28
136,89.64
120,86.94
123,89.69
127,76.64
104,83.67
43,83.56
39,81.85
28,86.54
24,81.53
19,81.56
90,75.65
102,78.76
106,81.78
118,70.69
102,80.09
145,74.01
183,78.38
114,68.75
176,74.69
202,73.49
156,71.55
142,76.02
843,73.86
659,74.89
678,70.47
906,71.7
959,69.45
1081,75.02
403,76.96
250,83.23
216,81.89
341,75.77
444,73.06
221,72.39
138,81.27
173,71.53
288,71.86
169,79.94
198,72.36
234,74.53
107,73.93
246,76.56
418,75.16
415,73.76
384,80.28
359,73.43
302,71.4
499,76.83
410,74.42
385,74.33
425,67.8
287,76.64
259,73.43
360,68.75
469,73.11
338,77.03
240,73.92
410,73.27
298,73.49
316,74.32
425,72.58
379,71.58
590,71.9
121,70.41
104,80.55
379,71.37
705,77.11
372,68.47
343,72.35
179,70.56
216,82.15
293,71.84
187,78.67
109,74.04
64,80.67
67,75.67
93,75.4
158,72.49
75,76.47
140,75.45
172,75.07
177,73.27
122,68.23
232,73.95
215,72.9
231,75.31
230,69.22
163,72.49
114,73.01
95,74.2
78,69.88
32,74.25
80,78.93
92,79.67
49,77.22
65,80.62
49,77.46
36,79.9
26,81.35
48,83.66
37,80.46
137,76.65
140,69.06
33,75.84
35,76.48
49,77.72
207,74.21
173,73.26
48,76.3
43,79.93
54,80.17
50,77.42
45,80.13
34,78.35
31,82.38
162,69.43
142,89.78
71,79.1
43,71.52
27,77.14
20,72.93
35,74.58
19,76.97
28,72.13
30,78.4
56,80.61
43,75.63
105,73.01
234,73.1
138,77.7
68,73.59
41,78.85
44,76.41
51,79.83
48,73.49
143,74.37
67,70.4
36,78.98
55,80.67
64,75.49
134,75.28
58,73.11
32,78.21
25,80.25
24,75.51
23,80.21
21,74.09
21,63.95
33,71.81
40,78.63
40,71.68
37,80.92
40,76.76
29,81.11
94,75.72
207,76.89
457,73.75
329,73.63
242,73.82
200,71.2
225,73.65
196,72.15
136,76.69
227,69.19
204,68.51
181,73.79
83,74.87
432,74.66
194,78.15
168,79.46
143,79.67
182,78.35
184,74.25
119,81.94
58,81.17
195,77.21
93,79.21
50,71.72
123,77.18
169,75.6
60,73.94
32,81.32
57,75.23
479,73.6
283,75.21
402,74.92
462,75.31
382,76.24
341,75.09
438,74.46
617,74.22
477,72.58
523,72.99
509,75.19
329,73.7
139,78.1
92,73.5
41,81.94
23,73.18
43,81.46
283,71.15
136,76.48
253,71.44
340,69.69
306,72.85
150,75.97
172,78.71
464,64.26
609,75.05
354,71.68
199,71.89
225,69.13
154,75.25
132,74.53
94,75.87
118,73.83
175,71.8
228,75.49
493,69.49
392,74.49
463,75.1
505,75.83
519,76.18
465,73.32
269,77.89
96,72.34
33,80.46
23,80.28
90,75.84
158,71.67
97,72.22
109,71.87
196,75.67
140,74.19
333,74.39
404,72.9
248,73.13
233,72.12
171,76.63
237,68.8
225,74.48
172,73.0
113,77.58
48,81.34
30,77.25
23,82.26
26,77.5
23,83.73
28,81.68
61,76.98
53,76.62
82,72.42
44,83.0
47,86.27
66,81.05
97,87.26
59,75.89
131,84.59
305,73.05
499,67.93
614,71.53
470,71.29
337,71.04
143,74.28
141,73.57
199,69.63
129,73.87
38,75.35
56,78.67
66,80.87
155,79.48
226,71.95
297,69.31
174,72.88
61,74.39
45,77.55
60,77.3
101,72.32
58,71.49
66,73.07
180,74.98
234,74.48
158,82.61
112,82.12
283,77.18
445,76.57
265,89.83
402,83.94
768,73.46
954,75.96
583,69.14
535,68.92
946,68.82
359,71.16
643,68.39
222,75.54
531,71.79
1210,73.08
236,77.05
221,78.04
362,76.13
549,77.67
472,74.86
411,71.88
391,69.0
671,74.06
588,77.24
449,72.49
173,72.96
112,79.14
316,69.59
355,76.12
280,77.57
389,73.24
482,75.4
529,70.85
921,71.98
755,73.11
537,67.01
541,65.51
309,70.82
553,72.68
379,70.4
1076,69.03
804,71.26
653,69.68
301,72.95
163,74.04
297,75.07
523,66.57
913,74.34
900,71.36
741,69.67
570,67.43
350,69.12
485,73.08
506,69.22
702,68.66
596,69.32
614,67.21
461,68.85
373,66.68
482,69.48
737,66.21
540,67.77
882,68.35
499,71.94
565,72.65
188,74.74
84,84.19
65,80.59
78,84.3
175,81.6
274,76.72
59,74.17
71,78.6
99,75.85
146,74.32
155,74.07
77,78.38
80,80.32
83,78.05
236,82.97
228,76.19
109,74.07
75,77.89
53,76.34
50,77.07
46,78.04
50,70.28
126,74.27
93,76.54
51,73.79
67,76.41
95,73.7
171,74.7
198,75.47
293,77.18
375,75.59
441,74.76
469,75.44
144,74.57
80,75.61
46,73.35
31,79.64
28,82.01
97,75.58
118,78.03
126,78.41
118,75.69
198,78.53
342,70.7
110,76.13
105,78.69
